time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.3000000000000025,-0.596180757635,4.78831710965,21.0846988566,0.151124638811,0.11371898172,0.0,-1.01662266978,3.97546055918,5.37651804945,-0.0934452768954,0.0804941098846,0.0,440.83955228617555,441.2382770378989,440.0426283588989,440.0475202981872
3.3600000000000025,-0.65927432989,5.02916574853,21.4076549384,0.145325927864,0.118360282372,0.0,-1.08691843895,4.05216594413,5.38864203098,-0.103961123134,0.0701973489479,0.0,446.32871043060084,445.492080259159,445.2247794205831,444.3553566741004
3.4200000000000026,-0.726306172418,5.27404524028,21.7283451526,0.138738219092,0.122439406827,0.0,-1.14784969273,4.10993130702,5.30152711475,-0.125214746615,0.0631500745824,0.0,412.69810536255363,412.0793187826456,413.32037511776224,411.43050843064907
3.4800000000000026,-0.797909576051,5.52320268906,22.0506486173,0.1312940181,0.125963563171,0.0,-1.23925092163,4.19426046515,5.44128267965,-0.121875706478,0.0479988972009,0.0,484.2976525722479,483.1585656640656,483.2803138267012,483.51935386833355
3.5400000000000027,-0.874578097128,5.7767237325,22.3774854327,0.125136748399,0.129416549493,0.0,-1.3166596196,4.25570747025,5.45327392894,-0.0792663177773,0.0718889646603,0.0,444.8919227435179,446.84626547680597,443.7201153896855,447.1948707555765
3.6000000000000028,-0.956034154329,6.03387030718,22.705608132,0.120263281267,0.133421410385,0.0,-1.39891645799,4.31525534173,5.48397899196,-0.0854575530143,0.0537201954781,0.0,451.67807793143265,450.2132959943213,452.71859361507353,452.21483319748205
3.660000000000003,-1.04248858117,6.29446186037,23.0354869731,0.115125506469,0.137601193529,0.0,-1.4832405133,4.37051661957,5.51183695828,-0.085975640106,0.0903534560846,0.0,450.25741782453935,453.2152831026597,450.5799470496181,450.532128308919
3.720000000000003,-1.13428752127,6.55841053011,23.3684424386,0.110637059796,0.143807258479,0.0,-1.57725830626,4.42713304758,5.58622940404,-0.0586872243996,0.121497033503,0.0,465.6230573817156,468.0619114060318,464.0241096418796,466.157363163434
3.780000000000003,-1.23159991187,6.82545304746,23.7040862243,0.10729026749,0.150914338027,0.0,-1.66712617299,4.47385182584,5.60169744719,-0.0505228394026,0.111540101023,0.0,449.3085658225939,448.512835874382,447.94965096729334,448.61112495182965
3.840000000000003,-1.33457196782,7.09531406881,24.0415394629,0.104736135932,0.157343554521,0.0,-1.76586052298,4.52112139303,5.64636084698,-0.0301303349658,0.0965055154812,0.0,459.40491771193126,458.22059208194975,456.83115993318233,458.4536310741535
3.900000000000003,-1.44306856979,7.36760589624,24.3784053228,0.102745894494,0.163553896959,0.0,-1.85122217834,4.55506322522,5.58269917349,-0.0400740066275,0.11472871677,0.0,423.3268187170896,424.90208667953016,424.26578593231534,423.41045833868344
3.960000000000003,-1.55702445886,7.64202590881,24.7128335649,0.100230456959,0.170225225185,0.0,-1.94790296391,4.59196849505,5.56483976245,-0.0459062294764,0.102962242177,0.0,439.2802138521433,438.314246486656,438.93851530033,438.4531522578955
4.020000000000002,-1.6771566033,7.91874637826,25.0476640678,0.0979299427445,0.17645719488,0.0,-2.05704964746,4.63169841225,5.59583364464,-0.026390447964,0.105613937547,0.0,453.83836064232185,454.06033187472826,454.366786744637,455.9282546606428
4.080000000000001,-1.80379473559,8.19770442748,25.3834267345,0.095858895671,0.18251025601,0.0,-2.1647689625,4.66665673257,5.59604960626,-0.0604109140836,0.0891845458408,0.0,446.86223249528155,445.5292862539705,446.2332987665206,443.44605541548873
4.14,-1.93750959538,8.47895620489,25.7218882863,0.0919862292747,0.188116771078,0.0,-2.29286950564,4.70787122362,5.68535017273,-0.0744492892116,0.100822340602,0.0,473.2983136824182,474.20006779293414,474.16181376078094,473.07903617126505
4.199999999999998,-2.07880474202,8.76246876587,26.0644984069,0.0871875255127,0.194572839319,0.0,-2.4175288573,4.74197313764,5.73454986128,-0.0943180649553,0.118534350747,0.0,462.0901657246443,463.49411377033874,463.4464574884795,461.8767335411733
4.259999999999997,-2.22722344747,9.04769640848,26.4075813557,0.0814634293878,0.201632406159,0.0,-2.5304060687,4.76504322594,5.70158053266,-0.0976600647975,0.115851361654,0.0,437.511920283178,437.30108942205976,437.58195072102217,437.2956761817846
4.319999999999996,-2.383463799,9.33455017637,26.7531446756,0.075404242378,0.208284421069,0.0,-2.67821049935,4.79595873929,5.81636210113,-0.10863755968,0.098358197007,0.0,483.9848625343834,482.6758476051585,484.13538972043455,483.30057612223436
4.379999999999995,-2.54833830313,9.62297336706,27.1037903693,0.0691397103509,0.214063215233,0.0,-2.81813391439,4.81740239541,5.87135570868,-0.0970725121324,0.0918764908241,0.0,466.9959339236765,466.4973716287603,466.9451011765573,467.83763983977633
4.439999999999993,-2.72135463307,9.91242701392,27.4560047564,0.0636560096306,0.21964900808,0.0,-2.94960104459,4.83046515574,5.86896047009,-0.0819524494886,0.0954297107543,0.0,449.0219164147082,449.31736064540854,450.3085222322593,451.5232628275545
4.499999999999992,-2.90245337497,10.2025765647,27.8084277607,0.0590341777434,0.22521177745,0.0,-3.08754809376,4.84067713825,5.87819567131,-0.0686635804069,0.0866394011849,0.0,454.6041312103509,453.9060819519697,453.51303380936235,454.57477529268954
4.559999999999991,-3.09204159155,10.4932695083,28.1618232544,0.0544241693851,0.230365909882,0.0,-3.23253606213,4.84861869468,5.90127576421,-0.102962778546,0.0843865280359,0.0,459.3269191191024,459.15399403036776,460.3865894175362,457.659027058903
4.6199999999999894,-3.29025659305,10.7842915613,28.5158122161,0.0484567670732,0.2351853287,0.0,-3.37512132216,4.85150599621,5.89817105448,-0.0932378221047,0.0706254716321,0.0,452.11145018028606,451.00610204866666,451.19868781600803,451.9749348471059
4.679999999999988,-3.49715563708,11.0753745908,28.86971904,0.042424994681,0.239221381784,0.0,-3.52193994502,4.85068680525,5.89851582262,-0.121982942676,0.0595293837792,0.0,453.24038524645636,452.35076138828316,454.5112187573719,452.191961813047
4.739999999999987,-3.71231769353,11.3661748858,29.2210344916,0.0349723904729,0.242735505589,0.0,-3.6506048191,4.8420471606,5.81235384505,-0.129079152116,0.0565755582816,0.0,425.4268341303203,425.1763268925398,424.9002486863062,424.2764402462449
4.799999999999986,-3.93643579672,11.6564850936,29.5718386887,0.0270776536331,0.246294516924,0.0,-3.82033599566,4.83411113408,5.88054579269,-0.137110270493,0.0643000220075,0.0,474.4898793715929,475.08485967537797,473.4166699672361,472.78336990805354
4.859999999999984,-4.17013897124,11.9460768105,29.9239568984,0.0187226370152,0.250618806464,0.0,-3.97025358898,4.81818603393,5.85667435392,-0.14391044213,0.0842804633064,0.0,444.8331549556977,446.47060938901086,446.96032615527133,446.38769510817764
4.919999999999983,-4.41240659743,12.234521451,30.2725459301,0.00975868445196,0.25564661839,0.0,-4.10595043114,4.79593768052,5.76328207825,-0.163586622691,0.0828123488265,0.0,422.91521296032795,422.79483396452065,424.2559732752954,422.54011663076517
4.979999999999982,-4.66355073399,12.5215016946,30.6179171879,6.28291659582,0.260605683101,0.0,-4.26608705298,4.76916629277,5.74893541698,-0.175335994635,0.0823267805743,0.0,447.949520742046,447.9155174391707,450.0785531705577,449.09986378735505
5.0399999999999805,-4.92413209949,12.80669184,30.9613248572,6.27289079317,0.265317838108,0.0,-4.4205570814,4.73630563659,5.6980291692,-0.154318862532,0.0696120945902,0.0,437.98261872560636,436.92857675299933,435.91658147111116,437.6421275920296
